MOENumber,SchoolType,SchoolName
1879,Contributing,Marina Seahorse Primary School
1880,Full Primary,Golden Kea Primary School
1881,Contributing,Coral Barracuda Primary School
1882,Contributing,Manuka Seal Primary School
1883,Full Primary,Estuary Kingfisher Primary School
1884,Contributing,Anchor Prawn Primary School
1885,Contributing,Seastar Piper Primary School
1886,Full Primary,Seahorse Kingfisher Primary School
1888,Full Primary,Wave Tarakihi Primary School
1889,Full Primary,Golden Moana Primary School
1891,Specialist School,Misty Hoiho Specialist School
1892,Intermediate,Anchor Stingray Intermediate School
1893,Contributing,Rising Hapuku Primary School
1894,Contributing,Totara Tuna Primary School
1895,Contributing,Seastar Flounder Primary School
1896,Full Primary,Penguin Seaweed Primary School
1897,Full Primary,Rimu Whale Primary School
1898,Contributing,Seabreeze Sponge Primary School
1899,Full Primary,Seahorse Kina Primary School
1902,Contributing,Kina Tuna Primary School
1903,Full Primary,Cove Shellfish Primary School
1904,Full Primary,Driftwood Ruru Primary School
1906,Full Primary,Rimu Kea Primary School
1907,Full Primary,Bright Piwakawaka Primary School
1908,Contributing,Dolphin Sponge Primary School
1911,Full Primary,Seahorse Gannet Primary School
1912,Full Primary,Island Koura Primary School
1916,Full Primary,Marina Shellfish Primary School
1917,Composite,Turtle Kakapo Area School
1919,Full Primary,Lagoon Mussel Primary School
1920,Full Primary,Coral Prawn Primary School
1921,Full Primary,Ocean Sealion Primary School
1923,Contributing,Sandy Pipit Primary School
1924,Full Primary,Pacific Bluefish Primary School
1927,Contributing,Wai Petrel Primary School
1929,Full Primary,Ocean Coral Primary School
1930,Full Primary,Tern Hapuku Primary School
1931,Contributing,Sandy Eel Primary School
1933,Intermediate,Coastal Seahorse Intermediate School
1934,Full Primary,Kauri Kakariki Primary School
1935,Full Primary,Shell Shellfish Primary School
1937,Full Primary,Pohutukawa Gannet Primary School
1938,Full Primary,Seastar Pipit Primary School
1939,Contributing,Coral Seahorse Primary School
1940,Contributing,Pounamu Kereru Primary School
1941,Full Primary,Snapper Skink Primary School
1942,Restricted Composite (Year 7-10),Bright Turtle Area School
1943,Full Primary,Driftwood Jellyfish Primary School
1944,Full Primary,Current Jellyfish Primary School
1945,Full Primary,Estuary Piper Primary School
1946,Full Primary,Ocean Turtle Primary School
1947,Full Primary,Foam Ruru Primary School
1948,Full Primary,Totara Bluefish Primary School
1949,Full Primary,Tern Trevally Primary School
1950,Full Primary,Anchor Dolphin Primary School
1951,Full Primary,Kauri Weka Primary School
1952,Full Primary,Ocean Shark Primary School
1953,Full Primary,Blue Tern Primary School
1954,Full Primary,Estuary Paua Primary School
1955,Full Primary,Kauri Orca Primary School
1957,Full Primary,Cove Trevally Primary School
1958,Contributing,Manuka Dotterel Primary School
1959,Contributing,Moana Mussel Primary School
1960,Contributing,Seastar Wrasse Primary School
1961,Full Primary,Kauri Trevally Primary School
1962,Full Primary,Mangrove Korora Primary School
1963,Full Primary,Dolphin Tern Primary School
1964,Full Primary,Harbour Shellfish Primary School
1965,Full Primary,Seashell Anemone Primary School
1966,Full Primary,Seagrass Rockpool Primary School
1967,Full Primary,Tern Tarakihi Primary School
1968,Contributing,Aqua Crab Primary School
1970,Contributing,Lagoon Sealion Primary School
1971,Full Primary,Korora Scallop Primary School
1972,Contributing,Seashell Moana Primary School
1974,Full Primary,Korora Ruru Primary School
1975,Full Primary,Eastern Gannet Primary School
1976,Contributing,Rising Barracuda Primary School
1978,Full Primary,Bay Kea Primary School
1980,Full Primary,Totara Weka Primary School
1982,Full Primary,Turtle Tern Primary School
1983,Contributing,Shore Shrimp Primary School
1984,Contributing,Wai Seaweed Primary School
1985,Contributing,Tidal Kingfisher Primary School
1986,Full Primary,Turtle Piwakawaka Primary School
1987,Full Primary,Lagoon Kereru Primary School
1988,Intermediate,Western Kelp Intermediate School
1989,Contributing,Pacific Kelp Primary School
1990,Intermediate,Cove Pipit Intermediate School
1991,Contributing,Seastar Oystercatcher Primary School
1992,Contributing,Korora Kina Primary School
1994,Full Primary,Southern Turtle Primary School
1995,Contributing,Cove Crab Primary School
1996,Full Primary,Blue Kakariki Primary School
1998,Full Primary,Harakeke Shark Primary School
1999,Full Primary,Golden Weka Primary School
2001,Intermediate,Rising Shark Intermediate School
2002,Contributing,Driftwood Stingray Primary School
2005,Contributing,Kowhai Shark Primary School
2007,Full Primary,Seahorse Tern Primary School
2008,Full Primary,Marina Penguin Primary School
2009,Full Primary,Mangrove Ruru Primary School
2010,Full Primary,Tui Seaweed Primary School
2011,Full Primary,Bright Paua Primary School
2012,Full Primary,Pacific Starfish Primary School
2013,Full Primary,Rising Piwakawaka Primary School
2014,Contributing,Pebble Paua Primary School
2015,Intermediate,Foam Kakapo Intermediate School
2016,Contributing,Golden Petrel Primary School
2017,Full Primary,Blue Weka Primary School
2019,Full Primary,Seastar Sealion Primary School
2020,Full Primary,Anchor Coral Primary School
2021,Full Primary,Misty Kakapo Primary School
2023,Full Primary,Estuary Shrimp Primary School
2024,Full Primary,Whale Petrel Primary School
2025,Full Primary,Pebble Starfish Primary School
2027,Full Primary,Rockpool Sealion Primary School
2028,Full Primary,Nikau Coral Primary School
2031,Contributing,Island Scallop Primary School
2032,Full Primary,Deepwater Kereru Primary School
2033,Full Primary,Dolphin Tui Primary School
2035,Contributing,Estuary Starfish Primary School
2037,Intermediate,Deepwater Kea Intermediate School
2038,Contributing,Wai Piper Primary School
2040,Full Primary,Marina Dotterel Primary School
2043,Full Primary,Penguin Jellyfish Primary School
2044,Full Primary,Reef Oystercatcher Primary School
2045,Contributing,Eastern Mussel Primary School
2046,Full Primary,Pacific Cockle Primary School
2047,Full Primary,Harbour Snapper Primary School
2048,Contributing,Ocean Kahawai Primary School
2049,Contributing,Pebble Kereru Primary School
2050,Contributing,Kowhai Jellyfish Primary School
2052,Full Primary,Golden Scallop Primary School
2054,Contributing,Lagoon Kakariki Primary School
2055,Full Primary,Pohutukawa Shellfish Primary School
2057,Full Primary,Deepwater Sponge Primary School
2058,Contributing,Korora Hapuku Primary School
2060,Full Primary,Clearwater Prawn Primary School
2061,Full Primary,Estuary Moki Primary School
2062,Composite,Dolphin Weka Area School
2063,Full Primary,Penguin Paua Primary School
2064,Full Primary,Pacific Barracuda Primary School
2065,Contributing,Blue Kina Primary School
2066,Contributing,Snapper Korora Primary School
2068,Composite,Rangitahi Dotterel Area School
2069,Full Primary,Harakeke Trevally Primary School
2071,Full Primary,Shell Piwakawaka Primary School
2073,Full Primary,Wai Octopus Primary School
2074,Contributing,Pounamu Barracuda Primary School
2075,Contributing,Turtle Jellyfish Primary School
2076,Contributing,Sunny Tuna Primary School
2077,Contributing,Penguin Snapper Primary School
2078,Contributing,Aqua Gannet Primary School
2079,Full Primary,Western Korora Primary School
2080,Full Primary,Whale Ruru Primary School
2081,Full Primary,Whale Anemone Primary School
2082,Intermediate,Kowhai Marlin Intermediate School
2083,Full Primary,Penguin Albatross Primary School
2084,Composite,Driftwood Dotterel Area School
2085,Composite,Cove Barracuda Area School
2086,Full Primary,Manuka Kina Primary School
2087,Full Primary,Pacific Manta Primary School
2088,Full Primary,Southern Seaweed Primary School
2090,Full Primary,Seastar Shark Primary School
2091,Full Primary,Shore Seahorse Primary School
2092,Full Primary,Manuka Tern Primary School
2093,Contributing,Sunny Kelp Primary School
2094,Full Primary,Pounamu Scallop Primary School
2095,Full Primary,Kina Kakapo Primary School
2096,Full Primary,Mangrove Kelp Primary School
2097,Full Primary,Kina Petrel Primary School
2098,Full Primary,Marina Piwakawaka Primary School
2099,Contributing,Bay Kelp Primary School
2100,Contributing,Dolphin Kea Primary School
2101,Full Primary,Silver Paua Primary School
2102,Full Primary,Clearwater Heron Primary School
2103,Composite (Year 1-10),Kina Starfish Area School
2104,Composite,Misty Penguin Area School
2105,Full Primary,Koru Moki Primary School
2106,Full Primary,Coral Snapper Primary School
2107,Contributing,Marina Manta Primary School
2108,Contributing,Rangitahi Rockpool Primary School
2109,Contributing,Southern Manta Primary School
2110,Full Primary,Totara Moki Primary School
2111,Full Primary,Eastern Barracuda Primary School
2112,Full Primary,Seastar Anemone Primary School
2113,Full Primary,Harbour Nautilus Primary School
2114,Full Primary,Silver Tui Primary School
2115,Full Primary,Seastar Tarakihi Primary School
2116,Contributing,Mussel Shark Primary School
2117,Contributing,Current Piwakawaka Primary School
2118,Contributing,Seashell Kakapo Primary School
2119,Contributing,Eastern Seaweed Primary School
2120,Full Primary,Rising Kingfisher Primary School
2123,Full Primary,Misty Dotterel Primary School
2150,Full Primary,Sandy Dotterel Primary School
2152,Full Primary,Wai Jellyfish Primary School
2153,Full Primary,Seashell Bluefish Primary School
2157,Full Primary,Koru Kingfisher Primary School
2160,Contributing,Clearwater Sponge Primary School
2161,Intermediate,Wai Kereru Intermediate School
2164,Full Primary,Pebble Scallop Primary School
2165,Full Primary,Rockpool Anemone Primary School
2167,Contributing,Silver Gannet Primary School
2168,Contributing,Seagrass Kakariki Primary School
2171,Contributing,Reef Nautilus Primary School
2172,Intermediate,Marina Gannet Intermediate School
2173,Full Primary,Lagoon Coral Primary School
2175,Contributing,Bay Eel Primary School
2177,Full Primary,Seashell Crab Primary School
2178,Full Primary,Seagrass Marlin Primary School
2182,Full Primary,Silver Turtle Primary School
2185,Full Primary,Anchor Kakapo Primary School
2189,Full Primary,Hidden Sealion Primary School
2190,Intermediate,Seastar Kina Intermediate School
2191,Full Primary,Current Fantail Primary School
2192,Contributing,Western Gannet Primary School
2195,Full Primary,Island Shrimp Primary School
2197,Contributing,Penguin Barracuda Primary School
2198,Full Primary,Seashell Seahorse Primary School
2199,Contributing,Kina Jellyfish Primary School
2200,Full Primary,Nikau Limpet Primary School
2201,Contributing,Seahorse Kea Primary School
2203,Contributing,Seabreeze Pufferfish Primary School
2205,Full Primary,Rimu Prawn Primary School
2206,Full Primary,Bay Manta Primary School
2207,Contributing,Coral Piwakawaka Primary School
2208,Full Primary,Totara Manta Primary School
2214,Full Primary,Totara Petrel Primary School
2215,Full Primary,Sunny Koura Primary School
2216,Full Primary,Shore Marlin Primary School
2220,Full Primary,Seagrass Snapper Primary School
2223,Full Primary,Kelp Swordfish Primary School
2226,Contributing,Seashell Koura Primary School
2227,Full Primary,Kina Kereru Primary School
2228,Full Primary,Misty Whale Primary School
2232,Contributing,Bay Shark Primary School
2233,Contributing,Koru Turtle Primary School
2235,Full Primary,Snapper Heron Primary School
2236,Contributing,Wave Whale Primary School
2237,Full Primary,Harakeke Dolphin Primary School
2238,Full Primary,Turtle Sponge Primary School
2239,Full Primary,Shell Ruru Primary School
2240,Full Primary,Hidden Petrel Primary School
2241,Full Primary,Eastern Koura Primary School
2242,Contributing,Coastal Kereru Primary School
2244,Full Primary,Whale Eel Primary School
2248,Contributing,Mangrove Koura Primary School
2251,Contributing,Bright Dolphin Primary School
2253,Full Primary,Hidden Kina Primary School
2254,Full Primary,Hidden Marlin Primary School
2255,Contributing,Moana Skink Primary School
2256,Contributing,Snapper Octopus Primary School
2257,Full Primary,Seabreeze Wrasse Primary School
2258,Contributing,Seahorse Kereru Primary School
2260,Contributing,Seastar Penguin Primary School
2261,Contributing,Eastern Manta Primary School
2262,Full Primary,Ocean Starfish Primary School
2264,Contributing,Shore Coral Primary School
2265,Contributing,Ocean Korora Primary School
2266,Contributing,Shore Sponge Primary School
2267,Full Primary,Harbour Shark Primary School
2268,Contributing,Silver Shark Primary School
2330,Full Primary,Wai Tarakihi Primary School
2332,Contributing,Tidal Kahawai Primary School
2333,Full Primary,Wai Shrimp Primary School
2334,Specialist School,Kelp Gannet Specialist School
2336,Contributing,Bay Wrasse Primary School
2337,Full Primary,Wave Prawn Primary School
2338,Full Primary,Deepwater Penguin Primary School
2339,Contributing,Whale Seal Primary School
2341,Full Primary,Kowhai Skink Primary School
2342,Full Primary,Rising Mussel Primary School
2343,Full Primary,Rimu Wrasse Primary School
2344,Full Primary,Totara Kakapo Primary School
2345,Contributing,Lagoon Sponge Primary School
2346,Contributing,Mussel Anemone Primary School
2348,Contributing,Kauri Rockpool Primary School
2349,Full Primary,Moana Barracuda Primary School
2350,Contributing,Manuka Weka Primary School
2351,Composite,Blue Anemone Area School
2352,Full Primary,Penguin Stingray Primary School
2353,Contributing,Aqua Tui Primary School
2354,Full Primary,Whale Orca Primary School
2355,Contributing,Driftwood Kereru Primary School
2356,Intermediate,Shore Kina Intermediate School
2357,Full Primary,Anchor Koura Primary School
2358,Full Primary,Western Flounder Primary School
2359,Full Primary,Rangitahi Kina Primary School
2360,Full Primary,Sunny Sealion Primary School
2361,Contributing,Koru Seaweed Primary School
2362,Full Primary,Harbour Mussel Primary School
2363,Contributing,Seabreeze Tarakihi Primary School
2364,Full Primary,Harbour Crab Primary School
2365,Contributing,Mussel Kakariki Primary School
2366,Full Primary,Sunny Kina Primary School
2368,Full Primary,Nikau Seal Primary School
2369,Full Primary,Western Shellfish Primary School
2370,Full Primary,Coral Orca Primary School
2371,Full Primary,Reef Seaweed Primary School
2372,Full Primary,Hidden Kakariki Primary School
2374,Contributing,Kowhai Pufferfish Primary School
2375,Full Primary,Golden Coral Primary School
2377,Composite,Seabreeze Shrimp Area School
2378,Contributing,Pebble Skink Primary School
2379,Full Primary,Harakeke Moki Primary School
2382,Full Primary,Wave Kereru Primary School
2383,Composite,Driftwood Kina Area School
2384,Composite,Nikau Fantail Area School
2385,Full Primary,Tui Paua Primary School
2386,Full Primary,Korora Seaweed Primary School
2388,Full Primary,Tidal Rockpool Primary School
2389,Contributing,Rising Swordfish Primary School
2390,Contributing,Korora Kahawai Primary School
2391,Full Primary,Seastar Sponge Primary School
2392,Full Primary,Lagoon Weka Primary School
2393,Full Primary,Rangitahi Marlin Primary School
2395,Full Primary,Rockpool Bluefish Primary School
2396,Full Primary,Tern Albatross Primary School
2397,Full Primary,Coastal Seal Primary School
2398,Full Primary,Bay Dotterel Primary School
2400,Contributing,Tidal Koura Primary School
2401,Full Primary,Anchor Hapuku Primary School
2402,Intermediate,Ocean Shrimp Intermediate School
2403,Contributing,Bright Whale Primary School
2404,Full Primary,Hidden Kereru Primary School
2405,Full Primary,Eastern Pipit Primary School
2406,Full Primary,Northern Sponge Primary School
2407,Full Primary,Tidal Hapuku Primary School
2409,Full Primary,Northern Kea Primary School
2410,Full Primary,Rimu Marlin Primary School
2412,Full Primary,Seabreeze Kingfisher Primary School
2413,Full Primary,Saltwater Octopus Primary School
2414,Full Primary,Whale Barracuda Primary School
2416,Contributing,Tern Kereru Primary School
2417,Full Primary,Seashell Kakariki Primary School
2418,Contributing,Estuary Kahawai Primary School
2419,Intermediate,Seashell Heron Intermediate School
2420,Full Primary,Cove Petrel Primary School
2424,Contributing,Island Kakapo Primary School
2428,Full Primary,Misty Paua Primary School
2429,Full Primary,Foam Manta Primary School
2436,Composite,Wai Trevally Area School
2437,Contributing,Coastal Skink Primary School
2438,Full Primary,Deepwater Snapper Primary School
2439,Full Primary,Ocean Pipit Primary School
2440,Intermediate,Island Nautilus Intermediate School
2441,Contributing,Clearwater Limpet Primary School
2442,Intermediate,Golden Seahorse Intermediate School
2443,Full Primary,Rising Stingray Primary School
2445,Composite,Pacific Piper Area School
2446,Full Primary,Lagoon Wrasse Primary School
2447,Full Primary,Seastar Tuna Primary School
2449,Contributing,Southern Piwakawaka Primary School
2450,Contributing,Southern Tuna Primary School
2451,Full Primary,Bright Cockle Primary School
2452,Contributing,Driftwood Trevally Primary School
2453,Full Primary,Moana Tuna Primary School
2454,Full Primary,Wai Sealion Primary School
2455,Full Primary,Sunny Moana Primary School
2456,Full Primary,Ocean Skink Primary School
2457,Contributing,Sandy Petrel Primary School
2460,Full Primary,Bright Heron Primary School
2461,Full Primary,Bright Pufferfish Primary School
2462,Full Primary,Deepwater Korora Primary School
2463,Full Primary,Foam Rockpool Primary School
2465,Contributing,Coastal Swordfish Primary School
2466,Contributing,Rangitahi Eel Primary School
2467,Contributing,Whale Octopus Primary School
2468,Full Primary,Silver Moki Primary School
2469,Full Primary,Anchor Kingfisher Primary School
2472,Full Primary,Kina Kelp Primary School
2474,Full Primary,Pebble Koura Primary School
2475,Full Primary,Western Whale Primary School
2476,Contributing,Koru Wrasse Primary School
2477,Intermediate,Hidden Eel Intermediate School
2478,Full Primary,Coastal Ruru Primary School
2479,Contributing,Koru Kereru Primary School
2480,Full Primary,Golden Sealion Primary School
2481,Full Primary,Sandy Moki Primary School
2482,Full Primary,Marina Octopus Primary School
2483,Contributing,Kina Scallop Primary School
2484,Contributing,Tidal Coral Primary School
2542,Full Primary,Koru Albatross Primary School
2543,Contributing,Mussel Flounder Primary School
2544,Contributing,Manuka Wrasse Primary School
2546,Contributing,Wave Stingray Primary School
2547,Full Primary,Kina Barracuda Primary School
2548,Contributing,Kina Marlin Primary School
2549,Contributing,Korora Cockle Primary School
2550,Contributing,Coral Albatross Primary School
2553,Full Primary,Rising Albatross Primary School
2554,Contributing,Tidal Albatross Primary School
2555,Contributing,Bright Sealion Primary School
2556,Full Primary,Wai Kakapo Primary School
2557,Full Primary,Seashell Eel Primary School
2558,Specialist School,Pohutukawa Eel Specialist School
2560,Full Primary,Tui Swordfish Primary School
2561,Full Primary,Anchor Shrimp Primary School
2562,Full Primary,Mussel Petrel Primary School
2563,Contributing,Saltwater Stingray Primary School
2564,Contributing,Southern Paua Primary School
2566,Intermediate,Sandy Barracuda Intermediate School
2567,Contributing,Deepwater Albatross Primary School
2569,Contributing,Western Turtle Primary School
2570,Intermediate,Hidden Trevally Intermediate School
2571,Contributing,Turtle Octopus Primary School
2572,Intermediate,Eastern Oystercatcher Intermediate School
2573,Contributing,Manuka Limpet Primary School
2574,Contributing,Pohutukawa Cockle Primary School
2575,Intermediate,Silver Cockle Intermediate School
2578,Full Primary,Shore Cockle Primary School
2581,Intermediate,Northern Hapuku Intermediate School
2582,Full Primary,Kelp Flounder Primary School
2584,Contributing,Ocean Prawn Primary School
2585,Full Primary,Seashell Fantail Primary School
2587,Full Primary,Totara Sealion Primary School
2588,Specialist School,Current Moki Specialist School
2590,Contributing,Seastar Hapuku Primary School
2592,Contributing,Kina Pipit Primary School
2593,Contributing,Nikau Kereru Primary School
2594,Full Primary,Western Sponge Primary School
2595,Contributing,Misty Seaweed Primary School
2597,Contributing,Turtle Cockle Primary School
2599,Full Primary,Marina Tui Primary School
2600,Full Primary,Tui Orca Primary School
2602,Composite,Kelp Moana Area School
2604,Full Primary,Koru Kahawai Primary School
2606,Contributing,Rockpool Tuna Primary School
2609,Full Primary,Silver Sealion Primary School
2611,Full Primary,Rimu Oystercatcher Primary School
2612,Contributing,Nikau Kina Primary School
2613,Full Primary,Pounamu Pipit Primary School
2616,Full Primary,Snapper Piwakawaka Primary School
2617,Full Primary,Misty Starfish Primary School
2618,Contributing,Southern Hoiho Primary School
2619,Intermediate,Wai Penguin Intermediate School
2620,Contributing,Estuary Turtle Primary School
2621,Full Primary,Hidden Limpet Primary School
2622,Full Primary,Marina Kakapo Primary School
2624,Full Primary,Current Hapuku Primary School
2625,Full Primary,Estuary Wrasse Primary School
2626,Full Primary,Foam Mussel Primary School
2627,Full Primary,Wai Kakariki Primary School
2628,Contributing,Shore Piper Primary School
2629,Full Primary,Seagrass Kahawai Primary School
2631,Contributing,Clearwater Korora Primary School
2634,Full Primary,Clearwater Shrimp Primary School
2637,Full Primary,Saltwater Oystercatcher Primary School
2638,Contributing,Island Sponge Primary School
2641,Contributing,Misty Rockpool Primary School
2642,Full Primary,Pacific Hapuku Primary School
2643,Full Primary,Penguin Prawn Primary School
2644,Full Primary,Kauri Snapper Primary School
2647,Contributing,Estuary Sealion Primary School
2648,Contributing,Bright Moana Primary School
2649,Full Primary,Kelp Rockpool Primary School
2650,Full Primary,Saltwater Orca Primary School
2651,Full Primary,Kelp Heron Primary School
2652,Full Primary,Rangitahi Kakariki Primary School
2654,Full Primary,Current Tarakihi Primary School
2657,Full Primary,Tern Piper Primary School
2658,Full Primary,Southern Sponge Primary School
2659,Full Primary,Manuka Fantail Primary School
2662,Contributing,Western Wrasse Primary School
2663,Full Primary,Kauri Limpet Primary School
2664,Full Primary,Pacific Whale Primary School
2665,Contributing,Snapper Starfish Primary School
2667,Contributing,Seagrass Hoiho Primary School
2669,Full Primary,Kina Eel Primary School
2672,Full Primary,Clearwater Eel Primary School
2673,Full Primary,Pohutukawa Ruru Primary School
2676,Full Primary,Kauri Seal Primary School
2677,Full Primary,Sandy Sealion Primary School
2678,Full Primary,Pounamu Jellyfish Primary School
2679,Full Primary,Current Tuna Primary School
2680,Contributing,Rangitahi Seaweed Primary School
2681,Full Primary,Kina Shark Primary School
2684,Full Primary,Anchor Piper Primary School
2685,Intermediate,Reef Seahorse Intermediate School
2686,Contributing,Mussel Pipit Primary School
2687,Intermediate,Shell Mussel Intermediate School
2688,Contributing,Kina Seal Primary School
2691,Contributing,Foam Marlin Primary School
2692,Contributing,Silver Eel Primary School
2697,Contributing,Shore Flounder Primary School
2698,Full Primary,Pounamu Kina Primary School
2701,Contributing,Seastar Seahorse Primary School
2702,Full Primary,Pebble Hoiho Primary School
2703,Full Primary,Southern Pufferfish Primary School
2704,Full Primary,Pebble Tuna Primary School
2705,Full Primary,Penguin Starfish Primary School
2706,Full Primary,Southern Weka Primary School
2710,Full Primary,Southern Kereru Primary School
2711,Full Primary,Rising Scallop Primary School
2712,Full Primary,Kelp Dotterel Primary School
2715,Full Primary,Driftwood Crab Primary School
2718,Contributing,Pebble Shellfish Primary School
2721,Contributing,Ocean Heron Primary School
2723,Full Primary,Dolphin Stingray Primary School
2725,Full Primary,Driftwood Kakapo Primary School
2732,Full Primary,Pounamu Stingray Primary School
2733,Contributing,Seagrass Mussel Primary School
2736,Full Primary,Harakeke Dotterel Primary School
2739,Full Primary,Clearwater Seahorse Primary School
2742,Full Primary,Manuka Gannet Primary School
2745,Full Primary,Mussel Koura Primary School
2746,Full Primary,Tern Starfish Primary School
2747,Teen Parent Unit,Harakeke Tui Learning Centre
2748,Teen Parent Unit,Kowhai Anemone Learning Centre
2749,Teen Parent Unit,Kelp Cockle Learning Centre
2750,Teen Parent Unit,Southern Skink Learning Centre
2751,Teen Parent Unit,Tui Albatross Learning Centre
2752,Teen Parent Unit,Southern Orca Learning Centre
2753,Teen Parent Unit,Pounamu Tuna Learning Centre
2754,Teen Parent Unit,Saltwater Limpet Learning Centre
2755,Teen Parent Unit,Hidden Shrimp Learning Centre
2756,Teen Parent Unit,Seashell Tarakihi Learning Centre
2757,Teen Parent Unit,Deepwater Shellfish Learning Centre
2758,Teen Parent Unit,Harakeke Kahawai Learning Centre
2759,Teen Parent Unit,Eastern Jellyfish Learning Centre
2760,Teen Parent Unit,Manuka Kea Learning Centre
2761,Teen Parent Unit,Shell Shrimp Learning Centre
2762,Teen Parent Unit,Anchor Tui Learning Centre
2801,Full Primary,Pounamu Dotterel Primary School
2802,Contributing,Moana Koura Primary School
2803,Contributing,Hidden Gannet Primary School
2805,Full Primary,Driftwood Hapuku Primary School
2806,Contributing,Harakeke Ruru Primary School
2807,Contributing,Marina Tarakihi Primary School
2808,Contributing,Kelp Oystercatcher Primary School
2810,Contributing,Tui Marlin Primary School
2811,Contributing,Estuary Dolphin Primary School
2812,Intermediate,Korora Gannet Intermediate School
2813,Contributing,Pohutukawa Jellyfish Primary School
2814,Intermediate,Kina Heron Intermediate School
2816,Full Primary,Moana Prawn Primary School
2818,Contributing,Reef Korora Primary School
2819,Full Primary,Northern Dolphin Primary School
2820,Full Primary,Rockpool Tern Primary School
2821,Contributing,Pohutukawa Dolphin Primary School
2823,Contributing,Harbour Kina Primary School
2824,Contributing,Moana Wrasse Primary School
2826,Full Primary,Kowhai Tern Primary School
2827,Full Primary,Harakeke Heron Primary School
2828,Full Primary,Seastar Kea Primary School
2831,Full Primary,Saltwater Turtle Primary School
2832,Full Primary,Coastal Kea Primary School
2833,Contributing,Ocean Whale Primary School
2834,Contributing,Manuka Starfish Primary School
2835,Full Primary,Sunny Dotterel Primary School
2836,Contributing,Aqua Anemone Primary School
2837,Intermediate,Bright Moki Intermediate School
2838,Full Primary,Pebble Barracuda Primary School
2839,Full Primary,Tidal Tarakihi Primary School
2840,Full Primary,Ocean Limpet Primary School
2841,Intermediate,Pacific Sponge Intermediate School
2842,Contributing,Harbour Eel Primary School
2843,Contributing,Sunny Coral Primary School
2844,Contributing,Golden Seaweed Primary School
2845,Full Primary,Tern Tui Primary School
2846,Full Primary,Seagrass Tarakihi Primary School
2847,Contributing,Penguin Kakapo Primary School
2848,Contributing,Rising Starfish Primary School
2849,Contributing,Rising Rockpool Primary School
2850,Full Primary,Rising Kahawai Primary School
2851,Contributing,Cove Oystercatcher Primary School
2852,Contributing,Manuka Kingfisher Primary School
2854,Full Primary,Silver Petrel Primary School
2855,Full Primary,Sunny Sponge Primary School
2859,Contributing,Aqua Kakariki Primary School
2861,Contributing,Current Coral Primary School
2862,Contributing,Whale Limpet Primary School
2863,Intermediate,Shore Shellfish Intermediate School
2865,Contributing,Koru Scallop Primary School
2866,Contributing,Korora Barracuda Primary School
2867,Contributing,Pohutukawa Rockpool Primary School
2868,Full Primary,Deepwater Eel Primary School
2871,Full Primary,Southern Pipit Primary School
2872,Specialist School,Sunny Piwakawaka Specialist School
2873,Full Primary,Clearwater Kina Primary School
2874,Full Primary,Northern Starfish Primary School
2875,Full Primary,Deepwater Flounder Primary School
2876,Full Primary,Cove Kingfisher Primary School
2877,Contributing,Kauri Piwakawaka Primary School
2878,Full Primary,Wave Crab Primary School
2879,Contributing,Kina Tarakihi Primary School
2880,Contributing,Kauri Hapuku Primary School
2882,Full Primary,Bright Wrasse Primary School
2883,Full Primary,Estuary Manta Primary School
2886,Contributing,Korora Trevally Primary School
2887,Intermediate,Mussel Ruru Intermediate School
2888,Contributing,Turtle Shrimp Primary School
2889,Contributing,Rockpool Koura Primary School
2890,Contributing,Wai Crab Primary School
2891,Full Primary,Harbour Tern Primary School
2892,Contributing,Bright Dotterel Primary School
2893,Intermediate,Island Mussel Intermediate School
2894,Full Primary,Penguin Tern Primary School
2895,Full Primary,Seagrass Kingfisher Primary School
2896,Full Primary,Shell Sealion Primary School
2899,Contributing,Pacific Octopus Primary School
2900,Full Primary,Reef Pipit Primary School
2902,Contributing,Totara Piwakawaka Primary School
2903,Contributing,Totara Gannet Primary School
2904,Full Primary,Tern Barracuda Primary School
2906,Full Primary,Snapper Seaweed Primary School
2909,Intermediate,Seagrass Shellfish Intermediate School
2911,Full Primary,Mangrove Dotterel Primary School
2912,Contributing,Coral Tuna Primary School
2915,Contributing,Mangrove Octopus Primary School
2916,Contributing,Kowhai Rockpool Primary School
2918,Full Primary,Sandy Kea Primary School
2920,Full Primary,Kauri Octopus Primary School
2921,Intermediate,Wai Bluefish Intermediate School
2922,Contributing,Tidal Turtle Primary School
2923,Full Primary,Bright Eel Primary School
2924,Intermediate,Seagrass Penguin Intermediate School
2925,Contributing,Whale Hoiho Primary School
2926,Contributing,Foam Albatross Primary School
2927,Contributing,Southern Petrel Primary School
2928,Full Primary,Totara Scallop Primary School
2930,Contributing,Moana Piper Primary School
2931,Full Primary,Pohutukawa Nautilus Primary School
2933,Full Primary,Anchor Seahorse Primary School
2936,Full Primary,Saltwater Skink Primary School
2937,Full Primary,Mangrove Stingray Primary School
2939,Contributing,Lagoon Kingfisher Primary School
2941,Full Primary,Shell Snapper Primary School
2942,Contributing,Koru Kakariki Primary School
2943,Contributing,Island Barracuda Primary School
2944,Full Primary,Turtle Penguin Primary School
2945,Full Primary,Totara Heron Primary School
2946,Full Primary,Misty Heron Primary School
2947,Contributing,Estuary Skink Primary School
2948,Full Primary,Seabreeze Swordfish Primary School
2949,Full Primary,Marina Albatross Primary School
2950,Full Primary,Golden Fantail Primary School
2953,Full Primary,Bay Penguin Primary School
